,ADMISSION DATA 2020,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Unnamed: 22
591,Biological and related sciences,Applied Freshwater and Marine Biology,GA780,327,,,,327,,377,8,Galway-Mayo Institute of Technology,,,,,,,,,,,
592,Biological and related sciences,Applied Biology and Biopharmaceutical Science,GA781,337,,,,337,,390,8,Galway-Mayo Institute of Technology,,,,,,,,,,,
593,Environment,Chemical and Pharmaceutical Science,GA782,336,,,,336,,388,8,Galway-Mayo Institute of Technology,,,,,,,,,,,
594,Physical sciences,Physics and Instrumentation,GA783,363,,,,363,,408,8,Galway-Mayo Institute of Technology,,,,,,,,,,,
595,Biological and related sciences,Science (Undenominated),GA784,372,,,,372,,403,8,Galway-Mayo Institute of Technology,,,,,,,,,,,
596,Health,Medical Science,GA785,473,,,,473,,500,8,Galway-Mayo Institute of Technology,,,,,,,,,,,
597,Physical sciences,Forensic Science and Analysis,GA786,317,,,,317,,387,8,Galway-Mayo Institute of Technology,,,,,,,,,,,
598,Information and Communication Technologies (ICTs),Computing in Software Development,GA787,270,,,,270,,315,8,Galway-Mayo Institute of Technology,,,,,,,,,,,
599,Information and Communication Technologies (ICTs),Computing and Digital Media,GA788,274,,,,282,,356,8,Galway-Mayo Institute of Technology,,,,,,,,,,,
600,Agriculture,Agriculture and Environmental Management,GA789,287,,,,289,,371,8,Galway-Mayo Institute of Technology,,,,,,,,,,,
601,Personal services,Sport and Exercise Science,GA790,356,,,,356,,409,8,Galway-Mayo Institute of Technology,,,,,,,,,,,
602,Biological and related sciences,Public Health Nutrition,GA791,368,,,,368,,409,8,Galway-Mayo Institute of Technology,,,,,,,,,,,
603,Humanities (except languages),History & Geography,GA862,178,,,,178,,382,6,Galway-Mayo Institute of Technology,,avp,,,,,,,,,
604,Education,Early Childhood Education and Care,GA864,214,,204,,204,,357,6,Galway-Mayo Institute of Technology,,avp,,,,,,,,,
605,Personal services,Outdoor Education and Leisure,GA870,182,,171,,171,,399,7,Galway-Mayo Institute of Technology,,avp,,,,,,,,,
606,Education,Early Childhood Education and Care,GA871,190,,,,190,,367,7,Galway-Mayo Institute of Technology,,,,,,,,,,,
607,Social and behavioural sciences,Culture and Environment,GA872,196,,,,196,,328,7,Galway-Mayo Institute of Technology,,avp,,,,,,,,,
608,Welfare,Applied Social Care,GA879,244,,,,244,,337,7,Galway-Mayo Institute of Technology,,,,,,,,,,,
609,Health,General Nursing,GA880,429,*,422,*,422,*,441,8,Galway-Mayo Institute of Technology,,,,,,,,,,,
610,Health,Psychiatric Nursing,GA882,367,,,,367,,377,8,Galway-Mayo Institute of Technology,,,,,,,,,,,
611,Personal services,Outdoor Education,GA885,252,,,,252,,262,8,Galway-Mayo Institute of Technology,,avp,,,,,,,,,
612,Humanities (except languages),History and Geography,GA887,244,,,,244,,380,8,Galway-Mayo Institute of Technology,,,,,,,,,,,
613,Welfare,Applied Social Care,GA889,266,,,,266,,298,8,Galway-Mayo Institute of Technology,,,,,,,,,,,
614,Education,Early Childhood Education and Care,GA890,270,,,,270,,327,8,Galway-Mayo Institute of Technology,,,,,,,,,,,
615,Environment,Geography and Outdoor Education,GA891,244,,,,244,,391,8,Galway-Mayo Institute of Technology,,avp,,,,,,,,,
616,Arts,"Furniture Design, Making and Technology - Common Entry",GA974,214,,,,214,,388,7,Galway-Mayo Institute of Technology,,,,,,,,,,,
617,Education,Education (Design Graphics and Construction),GA980,377,,,,377,,411,8,Galway-Mayo Institute of Technology,,,,,,,,,,,
618,Arts,"Furniture Design, Making and Technology - Common Entry",GA984,284,,,,284,,369,8,Galway-Mayo Institute of Technology,,,,,,,,,,,
619,Business and administration,Business,GB001,,,,,115,,415,7,Galway Business School,,avp,,,,,,,,,
620,Business and administration,Business Studies,GC200,252,,252,,252,,369,8,Griffith College,,avp,,,,,,,,,
621,Business and administration,Accounting and Finance,GC201,303,,303,,303,,388,8,Griffith College,,avp,,,,,,,,,
622,Information and Communication Technologies (ICTs),Computing Science,GC230,335,,325,,325,,393,8,Griffith College,,avp,,,,,,,,,
623,Journalism and information,Communications and Media Production,GC250,,,,,,,,8,Griffith College,,avp,,,,,,,,,
624,Business and administration,Business Studies,GC300,429,,,,390,,432,8,Griffith College,,avp,,,,,,,,,
625,Business and administration,Accounting & Finance,GC301,253,,253,,253,,346,8,Griffith College,,avp,,,,,,,,,
626,Business and administration,Business Studies - HRM,GC302,,,,,,,,8,Griffith College,,avp,,,,,,,,,
627,Personal services,International Hospitality Management,GC305,253,,253,,253,,253,8,Griffith College,,avp,,,,,,,,,
628,Personal services,International Hospitality Management,GC306,253,,253,,253,,253,7,Griffith College,,avp,,,,,,,,,
629,Information and Communication Technologies (ICTs),Computing,GC335,217,,195,,195,,235,7,Griffith College,,avp,,,,,,,,,
630,Business and administration,Business Studies,GC400,248,,248,,248,,281,8,Griffith College,,avp,,,,,,,,,
631,Business and administration,Accounting and Finance,GC401,240,,227,,202,,343,8,Griffith College,,avp,,,,,,,,,
632,Business and administration,Business Studies (HRM),GC402,264,,236,,218,,236,8,Griffith College,,avp,,,,,,,,,
633,Law,Law,GC403,244,,228,,228,,328,8,Griffith College,,avp,,,,,,,,,
634,Business and administration,Business Studies (Marketing),GC407,280,,280,,218,,321,8,Griffith College,,avp,,,,,,,,,
635,Business and administration,Marketing,GC410,145,,,,145,,371,7,Griffith College,,avp,,,,,,,,,
636,Business and administration,Business,GC411,135,,135,,135,,370,7,Griffith College,,avp,,,,,,,,,
637,Information and Communication Technologies (ICTs),Computing Science,GC430,252,,220,,220,,298,8,Griffith College,,avp,,,,,,,,,
638,Information and Communication Technologies (ICTs),Computing,GC435,AQA,,AQA,,96,,279,7,Griffith College,,avp,,,,,,,,,
639,Journalism and information,Communications and Media Production,GC450,254,,254,,254,,280,8,Griffith College,,avp,,,,,,,,,
640,Arts,Music Production for Games (portfolio),GC460,,,,,,,,6,Griffith College,#,avp,,,,,,,,,
641,Arts,Design Communication (portfolio),GC462,,,,,,,,8,Griffith College,#,,,,,,,,,,
642,Journalism and information,Communications,GC465,AQA,,,,AQA,,349,7,Griffith College,,avp,,,,,,,,,
643,Arts,Film and TV Production,GC466,AQA,,AQA,,AQA,,339,7,Griffith College,,avp,,,,,,,,,
644,Arts,Photographic Media,GC470,169,,169,,169,,279,7,Griffith College,,avp,,,,,,,,,
645,Arts,Photography,GC475,150,,150,,150,,348,6,Griffith College,,avp,,,,,,,,,
646,Arts,Interior Architecture (portfolio),GC489,254,,,,254,,301,8,Griffith College,#,avp,,,,,,,,,
647,Arts,Interior Design,GC490,117,,117,,117,,360,7,Griffith College,,avp,,,,,,,,,
648,Arts,Fashion Design (portfolio),GC494,337,,217,,217,,412,8,Griffith College,#,avp,,,,,,,,,
649,Arts,Fashion,GC495,129,,129,,129,,349,7,Griffith College,,avp,,,,,,,,,
650,Arts,Arts (Joint-Honours),GY101,300,,,,300,,391,8,"National University of Ireland, Galway",,,,,,,,,,,
651,Social and behavioural sciences,Arts (Psychology),GY104,523,,520,,519,,542,8,"National University of Ireland, Galway",,,,,,,,,,,
652,Humanities (except languages),Arts (History),GY105,301,,,,301,,377,8,"National University of Ireland, Galway",,,,,,,,,,,
653,Languages,Na Dána (Gaeilge agus Léann an Aistriúcháin),GY107,409,,,,409,,456,8,"National University of Ireland, Galway",,,,,,,,,,,
654,Education,Arts (Mathematics and Education),GY109,403,,,,403,,466,8,"National University of Ireland, Galway",,,,,,,,,,,
655,Social and behavioural sciences,Arts with Children`s Studies,GY110,357,,,,357,,418,8,"National University of Ireland, Galway",,,,,,,,,,,
656,Arts,Arts with Creative Writing,GY111,330,,,,330,,492,8,"National University of Ireland, Galway",,,,,,,,,,,
657,Arts,Arts with Film Studies,GY112,321,,,,321,,399,8,"National University of Ireland, Galway",,,,,,,,,,,
658,Social and behavioural sciences,Arts with Human Rights,GY113,368,,,,368,,422,8,"National University of Ireland, Galway",,,,,,,,,,,
659,Arts,Arts with Performing Arts Studies,GY115,387,,,,387,,443,8,"National University of Ireland, Galway",,,,,,,,,,,
660,Arts,"Arts (Drama, Theatre and Performance Studies)",GY118,451,,,,451,,492,8,"National University of Ireland, Galway",,,,,,,,,,,
661,Journalism and information,Arts (Journalism),GY119,400,,,,400,,465,8,"National University of Ireland, Galway",,,,,,,,,,,
662,Social and behavioural sciences,"Arts (Child, Youth and Family: Policy and Practice)",GY120,350,,,,350,,397,8,"National University of Ireland, Galway",,,,,,,,,,,
663,Social and behavioural sciences,Arts (Children`s Studies),GY121,356,,,,356,,419,8,"National University of Ireland, Galway",,,,,,,,,,,
664,Arts,Na Dána (Cumarsáid agus Gaeilge),GY122,361,,,,361,,453,8,"National University of Ireland, Galway",,,,,,,,,,,
665,Social and behavioural sciences,Applied Social Sciences,GY123,358,,,,358,,410,8,"National University of Ireland, Galway",,,,,,,,,,,
666,Information and Communication Technologies (ICTs),Arts (Arts with Data Science),GY124,454,,,,454,,490,8,"National University of Ireland, Galway",,,,,,,,,,,
667,Arts,Arts (Digital Arts and Technology),GY125,328,,,,328,,347,8,"National University of Ireland, Galway",,,,,,,,,,,
668,Languages,Arts (English and Media Studies),GY126,391,,,,391,,462,8,"National University of Ireland, Galway",,,,,,,,,,,
669,Arts,Arts (Film and Digital Media),GY127,401,,,,401,,462,8,"National University of Ireland, Galway",,,,,,,,,,,
670,Languages,Arts (Global Languages),GY128,352,,,,352,,476,8,"National University of Ireland, Galway",,,,,,,,,,,
671,Arts,Arts (International),GY129,420,,,,420,,462,8,"National University of Ireland, Galway",,,,,,,,,,,
672,Arts,Arts (Music),GY130,408,,,,408,,495,8,"National University of Ireland, Galway",,,,,,,,,,,
673,Humanities (except languages),Arts (History and Globalisation Studies),GY131,360,,,,360,,440,8,"National University of Ireland, Galway",,,,,,,,,,,
674,Social and behavioural sciences,"Government (Politics, Economics and Law)",GY132,407,,,,407,,435,8,"National University of Ireland, Galway",,,,,,,,,,,
675,Education,Education (Computer Science and Mathematical Studies),GY133,422,,,,422,,498,8,"National University of Ireland, Galway",,,,,,,,,,,
676,Physical sciences,Geography and Geosystems,GY134,410,,,,410,,445,8,"National University of Ireland, Galway",,,,,,,,,,,
677,Business and administration,Commerce,GY201,433,,,,433,,466,8,"National University of Ireland, Galway",,,,,,,,,,,
678,Business and administration,Commerce (International) with French,GY202,484,,,,484,,511,8,"National University of Ireland, Galway",,,,,,,,,,,
679,Business and administration,Commerce (International) with German,GY203,489,,,,489,,566,8,"National University of Ireland, Galway",,,,,,,,,,,
680,Business and administration,Commerce (International) with Spanish,GY204,495,,,,495,,511,8,"National University of Ireland, Galway",,,,,,,,,,,
681,Business and administration,Business Information Systems (Work Placement & Optional Int`l Study),GY206,465,,,,465,,488,8,"National University of Ireland, Galway",,,,,,,,,,,
682,Business and administration,Commerce (Accounting) including optional Global Experience year,GY207,509,,,,509,,543,8,"National University of Ireland, Galway",,,,,,,,,,,
683,Business and administration,Commerce (Gaeilge),GY208,473,,,,473,,511,8,"National University of Ireland, Galway",,,,,,,,,,,
684,Business and administration,Commerce (Global Experience),GY209,530,,,,530,,554,8,"National University of Ireland, Galway",,,,,,,,,,,
685,Law,Law and Business,GY250,487,,,,487,,510,8,"National University of Ireland, Galway",,,,,,,,,,,
686,Law,Law (BCL),GY251,499,,,,499,,518,8,"National University of Ireland, Galway",,,,,,,,,,,
687,Law,Law (BCL) and Human Rights,GY252,520,,,,520,,541,8,"National University of Ireland, Galway",,,,,,,,,,,
688,Law,Law and Taxation,GY253,509,,,,509,,543,8,"National University of Ireland, Galway",,,,,,,,,,,
689,Law,"Law (BCL), Criminology and Criminal Justice",GY254,530,,,,530,,554,8,"National University of Ireland, Galway",,,,,,,,,,,
690,Business and administration,"Business Studies (International Hotel Management, interview)",GY261,497,,,,497,,611,8,"National University of Ireland, Galway",#,,,,,,,,,,
691,Business and administration,"Commerce (International Hotel Management, interview)",GY262,681,,,,681,,724,8,"National University of Ireland, Galway",#,,,,,,,,,,
692,Biological and related sciences,Science,GY301,433,,432,,432,,487,8,"National University of Ireland, Galway",,,,,,,,,,,
693,Biological and related sciences,Biomedical Science,GY303,556,,,,556,,589,8,"National University of Ireland, Galway",,,,,,,,,,,
694,Engineering and engineering trades,Biotechnology,GY304,465,,,,465,,498,8,"National University of Ireland, Galway",,,,,,,,,,,
695,Environment,Environmental Science,GY308,408,,,,408,,484,8,"National University of Ireland, Galway",,,,,,,,,,,
696,Mathematics and statistics,Financial Mathematics and Economics,GY309,487,,,,487,,532,8,"National University of Ireland, Galway",,,,,,,,,,,
697,Physical sciences,Marine Science,GY310,419,,,,419,,476,8,"National University of Ireland, Galway",,,,,,,,,,,
698,Hygiene and occupational health services,Environmental Health and Safety,GY313,412,,,,412,,440,8,"National University of Ireland, Galway",,,,,,,,,,,
699,Physical sciences,Earth and Ocean Sciences,GY314,403,,,,403,,444,8,"National University of Ireland, Galway",,,,,,,,,,,
700,Biological and related sciences,Biopharmaceutical Chemistry,GY318,509,,,,509,,542,8,"National University of Ireland, Galway",,,,,,,,,,,
701,Mathematics and statistics,Mathematical Science,GY319,476,,,,476,,566,8,"National University of Ireland, Galway",,,,,,,,,,,
702,Physical sciences,"Physics (Degree options: Applied,Astrophysics,Biomedical,Theoretical)",GY320,402,,,,402,,478,8,"National University of Ireland, Galway",,,,,,,,,,,
703,Biological and related sciences,Genetics and Genomics,GY321,508,,,,508,,532,8,"National University of Ireland, Galway",,,,,,,,,,,
704,Information and Communication Technologies (ICTs),Computer Science and Information Technology,GY350,403,,,,403,,454,8,"National University of Ireland, Galway",,,,,,,,,,,
705,Engineering and engineering trades,Engineering (Undenominated),GY401,465,,,,465,,511,8,"National University of Ireland, Galway",,,,,,,,,,,
706,Architecture and construction,Civil Engineering,GY402,455,,,,455,,499,8,"National University of Ireland, Galway",,,,,,,,,,,
707,Engineering and engineering trades,Mechanical Engineering,GY405,454,,,,454,,509,8,"National University of Ireland, Galway",,,,,,,,,,,
708,Engineering and engineering trades,Electronic and Computer Engineering,GY406,510,,,,510,,544,8,"National University of Ireland, Galway",,,,,,,,,,,
709,Engineering and engineering trades,Biomedical Engineering,GY408,509,,,,509,,554,8,"National University of Ireland, Galway",,,,,,,,,,,
710,Architecture and construction,Project and Construction Management,GY410,403,,,,403,,456,8,"National University of Ireland, Galway",,,,,,,,,,,
711,Engineering and engineering trades,Energy Systems Engineering,GY413,502,,,,502,,531,8,"National University of Ireland, Galway",,,,,,,,,,,
712,Engineering and engineering trades,Electrical and Electronic Engineering,GY414,405,,,,405,,429,8,"National University of Ireland, Galway",,,,,,,,,,,
713,Health,"Medicine (five year/six year course, HPAT required)",GY501,728,*,,,728,,731,8,"National University of Ireland, Galway",#,,,,,,,,,,
714,Health,Occupational Therapy,GY502,555,,,,555,,567,8,"National University of Ireland, Galway",,,,,,,,,,,
715,Health,Speech and Language Therapy,GY503,543,,,,543,,554,8,"National University of Ireland, Galway",,,,,,,,,,,
716,Health,Podiatric Medicine,GY504,443,,,,443,,476,8,"National University of Ireland, Galway",,,,,,,,,,,
717,Health,General Nursing (Galway and Portiuncula),GY515,476,,473,,473,,496,8,"National University of Ireland, Galway",,,,,,,,,,,
718,Health,Mental Health Nursing,GY516,440,,,,440,,467,8,"National University of Ireland, Galway",,,,,,,,,,,
719,Health,Midwifery,GY517,495,,,,495,,518,8,"National University of Ireland, Galway",,,,,,,,,,,
720,Business and administration,Accounting and Finance,ID001,203,,,,203,,253,8,ICD Business School,,avp,,,,,,,,,
721,Business and administration,Business Studies,ID002,294,,,,294,,309,8,ICD Business School,,avp,,,,,,,,,
722,Arts,"Art and Design (Common Entry, portfolio)",LC110,740,,,,740,,961,8,Limerick Institute of Technology,#,,,,,,,,,,
723,Arts,Fashion and Textiles for Product and Costume (portfolio),LC114,880,,,,880,,1029,8,Limerick Institute of Technology,#,,,,,,,,,,
724,Education,Art and Design Teacher Education (portfolio),LC115,942,,,,942,,1013,8,Limerick Institute of Technology,#,,,,,,,,,,
725,Business and administration,Digital Marketing,LC220,262,,,,262,,298,8,Limerick Institute of Technology,,,,,,,,,,,
726,Business and administration,Accounting and Finance,LC221,241,,,,251,,489,6,Limerick Institute of Technology,,,,,,,,,,,
727,Business and administration,Marketing and Management,LC222,270,,,,270,,405,6,Limerick Institute of Technology,,,,,,,,,,,
728,Law,Law and Taxation,LC223,307,,,,307,,356,8,Limerick Institute of Technology,,,,,,,,,,,
